subject,block,word_picture,trial,event_type,event_type_last4runs,rt,lag,item,eeg_rejected,sub_block
2,1,2,1,1,0,674,NaN,RIFLE,0,1
2,1,2,2,1,0,573,NaN,ANT,0,1
2,1,2,3,1,0,585,NaN,SUITCASE,0,1
2,1,2,4,0,0,412,NaN,GORILLA,0,1
2,1,2,5,0,0,554,NaN,RAZOR,0,1
2,1,2,6,0,0,547,NaN,SANDWICH,0,1
2,1,2,7,0,0,479,NaN,GRAVESTONE,0,2
2,1,2,8,1,0,516,NaN,STRAINER,0,2
2,1,2,9,2,0,704,8,RIFLE,0,2
2,1,2,10,2,0,501,8,ANT,0,2
2,1,2,11,1,0,644,NaN,GARLIC,0,2
2,1,2,12,1,0,741,NaN,WATERCAN,0,2
2,1,2,13,7,0,1058,10,SUITCASE,0,2
2,1,2,14,0,0,785,NaN,PAPERCLIP,0,2
2,1,2,15,0,0,672,NaN,CIRCUIT,0,2
2,1,2,16,2,0,664,8,STRAINER,0,3
2,1,2,17,1,0,657,NaN,BACKPACK,0,3
2,1,2,18,0,0,1044,NaN,KEYBOARD,0,3
2,1,2,19,1,0,616,NaN,BEE,0,3
2,1,2,20,0,0,773,NaN,BIKESEAT,0,3
2,1,2,21,2,0,770,10,GARLIC,0,3
2,1,2,22,0,0,747,NaN,TEDDYBEAR,0,3
2,1,2,23,0,0,864,NaN,SPONGE,0,3
2,1,2,24,0,0,756,NaN,MIXER,0,3
2,1,2,25,3,0,813,12,SUITCASE,0,3
2,1,2,26,2,0,891,14,WATERCAN,0,3
2,1,2,27,0,0,913,NaN,BED,0,3
2,1,2,28,3,0,845,18,ANT,0,3
2,1,2,29,0,0,827,NaN,CYCLINGHELMET,0,3
2,1,2,30,3,0,744,21,RIFLE,0,3
2,1,2,31,0,0,941,NaN,GARAGE,0,3
2,1,2,32,0,0,1059,NaN,VIDEO,0,3
2,1,2,33,1,0,806,NaN,FUNNEL,0,3
2,1,2,34,0,0,723,NaN,BUDDHA,0,4
2,1,2,35,4,4,611,5,RIFLE,0,4
2,1,2,36,3,3,879,10,WATERCAN,0,4
2,1,2,37,2,2,850,18,BEE,0,4
2,1,2,38,0,0,673,NaN,MOUNTAIN,0,4
2,1,2,39,2,2,885,6,FUNNEL,0,4
2,1,2,40,1,1,862,NaN,PELICAN,0,4
2,1,2,41,0,0,794,NaN,RUG,0,4
2,1,2,42,4,4,766,17,SUITCASE,0,4
2,1,2,43,2,2,748,26,BACKPACK,0,4
2,1,2,44,0,0,806,NaN,SCREWDRIVER,0,4
2,1,2,45,3,3,703,29,STRAINER,0,4
2,1,2,46,0,0,1120,NaN,GOLDFISH,0,4
2,1,2,47,4,4,777,19,ANT,0,4
2,1,2,48,5,5,1299,NaN,CLIP,0,4
2,1,2,49,1,1,791,NaN,BROOM,0,4
2,1,2,50,3,3,843,29,GARLIC,0,4
2,1,2,51,1,1,760,NaN,LOBSTER,0,4
2,1,2,52,1,1,1183,NaN,GOGGLES,0,5
2,1,2,53,1,1,795,NaN,FROG,0,5
2,1,2,54,0,0,843,NaN,METRONOME,0,5
2,1,2,55,2,2,985,15,PELICAN,0,5
2,1,2,56,0,0,707,NaN,OCTOPUS,0,5
2,1,2,57,0,0,809,NaN,BANANA,0,5
2,1,2,58,2,2,806,9,BROOM,0,5
2,1,2,59,4,4,873,23,WATERCAN,0,5
2,1,2,60,4,4,801,15,STRAINER,0,5
2,1,2,61,0,0,974,NaN,FENCE,0,5
2,1,2,62,3,3,731,23,FUNNEL,0,5
2,1,2,63,3,3,698,26,BEE,0,5
2,1,2,64,3,3,685,21,BACKPACK,0,5
2,1,2,65,0,0,802,NaN,RACKET,0,5
2,1,2,66,2,2,769,15,LOBSTER,0,5
2,1,2,67,0,0,1706,NaN,MAILBOX,0,5
2,1,2,68,4,4,578,18,GARLIC,0,5
2,1,2,69,1,1,750,NaN,BALLOON,0,5
2,1,2,70,0,0,708,NaN,PIGEON,0,6
2,1,2,71,0,0,1240,NaN,PIZZACUTTER,0,6
2,1,2,72,4,4,582,10,FUNNEL,0,6
2,1,2,73,0,0,714,NaN,SHEEP,0,6
2,1,2,74,0,0,736,NaN,TISSUES,0,6
2,1,2,75,0,0,1083,NaN,FOLDER,0,6
2,1,2,76,1,1,1000,NaN,IRONINGBOARD,0,6
2,1,2,77,4,4,607,13,BACKPACK,0,6
2,1,2,78,2,2,996,26,GOGGLES,1,6
2,1,2,79,2,2,1809,26,FROG,1,6
2,1,2,80,1,1,831,NaN,DESK,1,6
2,1,2,81,3,3,698,26,PELICAN,1,6
2,1,2,82,0,0,1055,NaN,BATHTUB,1,6
2,1,2,83,1,1,692,NaN,PLATE,0,6
2,1,2,84,3,3,594,18,LOBSTER,0,6
2,1,2,85,4,4,591,22,BEE,0,6
2,1,2,86,2,2,1028,17,BALLOON,0,6
2,1,2,87,3,3,816,29,BROOM,0,6
2,1,2,88,1,1,838,NaN,TELEPHONE,0,7
2,1,2,89,3,3,551,10,FROG,0,7
2,1,2,90,5,5,1283,NaN,BOTTLE,0,7
2,1,2,91,4,4,590,10,PELICAN,0,7
2,1,2,92,2,2,788,12,DESK,0,7
2,1,2,93,4,4,545,9,LOBSTER,0,7
2,1,2,94,4,4,597,7,BROOM,0,7
2,1,2,95,2,2,779,12,PLATE,0,7
2,1,2,96,2,2,817,20,IRONINGBOARD,0,7
2,1,2,97,0,0,814,NaN,STARFISH,0,7
2,1,2,98,0,0,731,NaN,BARBECUE,0,7
2,1,2,99,0,0,598,NaN,CROSS,0,7
2,1,2,100,1,1,850,NaN,THERMOMETER,0,7
2,1,2,101,3,3,1200,15,BALLOON,0,7
2,1,2,102,0,0,718,NaN,GUITAR,0,7
2,1,2,103,1,1,515,NaN,DART,0,7
2,1,2,104,3,3,783,26,GOGGLES,0,7
2,2,1,1,0,0,691,NaN,MUG,0,1
2,2,1,2,1,0,630,NaN,HOLLY,0,1
2,2,1,3,1,0,547,NaN,CANDLE,0,1
2,2,1,4,1,0,454,NaN,CRANE,0,1
2,2,1,5,0,0,626,NaN,SANDCASTLE,0,1
2,2,1,6,0,0,568,NaN,SCISSORS,0,1
2,2,1,7,0,0,501,NaN,FLOWERS,0,2
2,2,1,8,1,0,443,NaN,TENT,0,2
2,2,1,9,1,0,505,NaN,TORTOISE,0,2
2,2,1,10,0,0,447,NaN,LIZARD,0,2
2,2,1,11,0,0,684,NaN,HOSE,0,2
2,2,1,12,2,0,761,8,CRANE,0,2
2,2,1,13,2,0,693,11,HOLLY,0,2
2,2,1,14,2,0,655,11,CANDLE,0,2
2,2,1,15,1,0,647,NaN,STRAWBERRIES,0,2
2,2,1,16,0,0,650,NaN,PIPE,0,3
2,2,1,17,0,0,742,NaN,GASMASK,0,3
2,2,1,18,0,0,709,NaN,CELLPHONE,0,3
2,2,1,19,2,0,656,10,TORTOISE,0,3
2,2,1,20,0,0,783,NaN,GIRAFFE,0,3
2,2,1,21,2,0,635,6,STRAWBERRIES,0,3
2,2,1,22,1,0,777,NaN,EYE,0,3
2,2,1,23,3,0,814,11,CRANE,0,3
2,2,1,24,1,0,1107,NaN,BAGEL,0,3
2,2,1,25,1,0,634,NaN,SHRIMP,0,3
2,2,1,26,0,0,747,NaN,WHALE,0,3
2,2,1,27,2,0,674,19,TENT,0,3
2,2,1,28,0,0,1016,NaN,BOAT,0,3
2,2,1,29,0,0,1003,NaN,VACUUM,0,3
2,2,1,30,0,0,770,NaN,MEDAL,0,3
2,2,1,31,3,0,532,17,CANDLE,0,3
2,2,1,32,0,0,844,NaN,DONKEY,0,3
2,2,1,33,3,0,577,20,HOLLY,0,3
2,2,1,34,0,0,1379,NaN,SAFE,0,4
2,2,1,35,0,0,771,NaN,STADIUM,0,4
2,2,1,36,1,1,713,NaN,CHURCH,0,4
2,2,1,37,2,2,805,12,SHRIMP,0,4
2,2,1,38,8,8,527,17,STRAWBERRIES,0,4
2,2,1,39,0,0,1334,NaN,FREEWAY,0,4
2,2,1,40,4,4,521,7,HOLLY,0,4
2,2,1,41,0,0,863,NaN,SNEAKER,0,4
2,2,1,42,0,0,1126,NaN,TRAILER,0,4
2,2,1,43,4,4,514,12,CANDLE,0,4
2,2,1,44,2,2,761,20,BAGEL,0,4
2,2,1,45,1,1,838,NaN,GLOVE,0,4
2,2,1,46,1,1,810,NaN,DINOSAUR,0,4
2,2,1,47,3,3,712,28,TORTOISE,0,4
2,2,1,48,0,0,764,NaN,CROSSBOW,0,4
2,2,1,49,3,3,761,22,TENT,0,4
2,2,1,50,4,4,619,27,CRANE,0,4
2,2,1,51,2,2,681,29,EYE,0,4
2,2,1,52,2,2,633,16,CHURCH,0,5
2,2,1,53,0,0,590,NaN,WALLET,0,5
2,2,1,54,1,1,1340,NaN,CIGAR,0,5
2,2,1,55,0,0,761,NaN,AIRPLANE,0,5
2,2,1,56,3,3,523,19,SHRIMP,0,5
2,2,1,57,4,4,580,8,TENT,0,5
2,2,1,58,4,4,557,20,STRAWBERRIES,0,5
2,2,1,59,2,2,630,13,DINOSAUR,0,5
2,2,1,60,0,0,672,NaN,STOOL,0,5
2,2,1,61,1,1,839,NaN,IRON,0,5
2,2,1,62,1,1,761,NaN,JUICER,0,5
2,2,1,63,2,2,608,18,GLOVE,0,5
2,2,1,64,0,0,1115,NaN,DRESS,0,5
2,2,1,65,0,0,1337,NaN,SLIDE,0,5
2,2,1,66,3,3,584,15,EYE,0,5
2,2,1,67,3,3,661,23,BAGEL,0,5
2,2,1,68,4,4,514,21,TORTOISE,0,5
2,2,1,69,0,0,1021,NaN,SCARF,0,5
2,2,1,70,0,0,693,NaN,SQUIRREL,0,6
2,2,1,71,3,3,650,12,DINOSAUR,0,6
2,2,1,72,2,2,727,10,JUICER,0,6
2,2,1,73,6,6,1224,NaN,SATELLITE,0,6
2,2,1,74,3,3,496,22,CHURCH,0,6
2,2,1,75,2,2,803,21,CIGAR,0,6
2,2,1,76,0,0,695,NaN,COCONUT,0,6
2,2,1,77,0,0,1308,NaN,MAKEUP,0,6
2,2,1,78,1,1,745,NaN,EXTINGUISHER,0,6
2,2,1,79,3,3,657,16,GLOVE,0,6
2,2,1,80,0,0,699,NaN,CALCULATOR,0,6
2,2,1,81,1,1,1081,NaN,REMOTE,0,6
