subject,block,word_picture,trial,event_type,event_type_last4runs,rt,lag,item,eeg_rejected,sub_block
6,1,2,1,0,0,807,NaN,POOL,0,1
6,1,2,2,1,0,961,NaN,MOON,0,1
6,1,2,3,0,0,1029,NaN,DOG,0,1
6,1,2,4,1,0,986,NaN,SHARPENER,0,1
6,1,2,5,1,0,1013,NaN,BACON,0,1
6,1,2,6,0,0,1030,NaN,CAMERA,0,1
6,1,2,7,0,0,1112,NaN,PLIERS,0,2
6,1,2,8,1,0,1079,NaN,BEE,0,2
6,1,2,9,2,0,996,7,MOON,0,2
6,1,2,10,1,0,978,NaN,SHRIMP,0,2
6,1,2,11,0,0,1056,NaN,RAFT,0,2
6,1,2,12,2,0,993,7,BACON,0,2
6,1,2,13,1,0,945,NaN,ANCHOR,0,2
6,1,2,14,2,0,947,10,SHARPENER,0,2
6,1,2,15,0,0,859,NaN,PRESENT,0,2
6,1,2,16,0,0,876,NaN,BUDDHA,0,3
6,1,2,17,0,0,883,NaN,OCTOPUS,0,3
6,1,2,18,0,0,910,NaN,BOWTIE,0,3
6,1,2,19,0,0,942,NaN,PEACOCK,1,3
6,1,2,20,0,0,835,NaN,GOLFCLUB,0,3
6,1,2,21,2,0,862,13,BEE,0,3
6,1,2,22,0,0,1029,NaN,ORGANIZER,0,3
6,1,2,23,3,0,1001,14,MOON,1,3
6,1,2,24,3,0,823,12,BACON,0,3
6,1,2,25,1,0,1125,NaN,HIGHCHAIR,0,3
6,1,2,26,2,0,977,13,ANCHOR,0,3
6,1,2,27,0,0,919,NaN,STEREO,0,3
6,1,2,28,1,0,986,NaN,MIRROR,0,3
6,1,2,29,0,0,974,NaN,PELICAN,0,3
6,1,2,30,2,0,866,20,SHRIMP,0,3
6,1,2,31,0,0,823,NaN,TANK,0,3
6,1,2,32,1,0,895,NaN,VASE,0,3
6,1,2,33,3,0,852,19,SHARPENER,0,3
6,1,2,34,2,2,944,6,MIRROR,0,4
6,1,2,35,4,4,996,12,MOON,0,4
6,1,2,36,0,0,963,NaN,HELICOPTER,0,4
6,1,2,37,2,2,950,12,HIGHCHAIR,0,4
6,1,2,38,3,3,923,12,ANCHOR,0,4
6,1,2,39,1,1,850,NaN,TELESCOPE,0,4
6,1,2,40,4,4,832,7,SHARPENER,0,4
6,1,2,41,3,3,844,11,SHRIMP,0,4
6,1,2,42,1,1,911,NaN,CYMBAL,0,4
6,1,2,43,0,0,843,NaN,SHARK,0,4
6,1,2,44,0,0,840,NaN,TISSUES,0,4
6,1,2,45,3,3,902,24,BEE,0,4
6,1,2,46,1,1,965,NaN,BREAD,0,4
6,1,2,47,4,4,1107,23,BACON,0,4
6,1,2,48,0,0,959,NaN,SHIELD,0,4
6,1,2,49,2,2,981,17,VASE,0,4
6,1,2,50,0,0,958,NaN,DOLL,0,4
6,1,2,51,0,0,855,NaN,COFFIN,0,4
6,1,2,52,2,2,912,13,TELESCOPE,0,5
6,1,2,53,3,3,864,16,HIGHCHAIR,0,5
6,1,2,54,0,0,931,NaN,STRAWBERRIES,0,5
6,1,2,55,4,4,823,10,BEE,0,5
6,1,2,56,1,1,857,NaN,SANDCASTLE,0,5
6,1,2,57,1,1,875,NaN,BARBECUE,0,5
6,1,2,58,2,2,882,12,BREAD,0,5
6,1,2,59,3,3,894,10,VASE,0,5
6,1,2,60,0,0,876,NaN,GARAGE,0,5
6,1,2,61,1,1,898,NaN,PILLOW,0,5
6,1,2,62,3,3,1000,28,MIRROR,0,5
6,1,2,63,4,4,1052,22,SHRIMP,0,5
6,1,2,64,0,0,960,NaN,TEABAG,0,5
6,1,2,65,0,0,917,NaN,MEDAL,0,5
6,1,2,66,0,0,944,NaN,FAN,0,5
6,1,2,67,2,2,941,25,CYMBAL,0,5
6,1,2,68,4,4,973,30,ANCHOR,0,5
6,1,2,69,0,0,920,NaN,SOCCERBALL,0,5
6,1,2,70,0,0,952,NaN,LANTERN,0,6
6,1,2,71,0,0,914,NaN,BOOT,0,6
6,1,2,72,1,1,987,NaN,HAMMOCK,0,6
6,1,2,73,3,3,879,15,BREAD,0,6
6,1,2,74,0,0,891,NaN,CHANDELIER,0,6
6,1,2,75,1,1,888,NaN,TRACTOR,0,6
6,1,2,76,0,0,950,NaN,CDPLAYER,0,6
6,1,2,77,2,2,927,16,PILLOW,0,6
6,1,2,78,0,0,984,NaN,VIOLIN,0,6
6,1,2,79,1,1,906,NaN,CRANE,0,6
6,1,2,80,2,2,913,23,BARBECUE,0,6
6,1,2,81,0,0,1046,NaN,FLOWERS,0,6
6,1,2,82,4,4,978,23,VASE,0,6
6,1,2,83,3,3,1015,31,TELESCOPE,0,6
6,1,2,84,3,3,1107,17,CYMBAL,0,6
6,1,2,85,4,4,954,32,HIGHCHAIR,0,6
6,1,2,86,2,2,956,30,SANDCASTLE,0,6
6,1,2,87,4,4,973,25,MIRROR,0,6
6,1,2,88,4,4,920,15,BREAD,0,7
6,1,2,89,0,0,932,NaN,HOSE,0,7
6,1,2,90,0,0,955,NaN,FROG,0,7
6,1,2,91,2,2,912,19,HAMMOCK,0,7
6,1,2,92,0,0,924,NaN,RUG,0,7
6,1,2,93,0,0,841,NaN,FOX,0,7
6,1,2,94,2,2,903,19,TRACTOR,0,7
6,1,2,95,0,0,985,NaN,BOTTLE,0,7
6,1,2,96,3,3,927,10,SANDCASTLE,0,7
6,1,2,97,3,3,989,20,PILLOW,0,7
6,1,2,98,0,0,1106,NaN,RADIO,0,7
6,1,2,99,1,1,1029,NaN,SHEEP,0,7
6,1,2,100,3,3,981,20,BARBECUE,0,7
6,1,2,101,4,4,913,18,TELESCOPE,0,7
6,1,2,102,2,2,895,23,CRANE,0,7
6,1,2,103,1,1,867,NaN,HELMET,0,7
6,1,2,104,4,4,954,20,CYMBAL,0,7
6,2,1,1,1,0,742,NaN,LADDER,0,1
6,2,1,2,1,0,872,NaN,BELL,0,1
6,2,1,3,0,0,899,NaN,FORK,0,1
6,2,1,4,0,0,841,NaN,THERMOMETER,0,1
6,2,1,5,1,0,893,NaN,CHOCOLATES,0,1
6,2,1,6,0,0,965,NaN,STADIUM,0,1
6,2,1,7,1,0,922,NaN,TENT,0,2
6,2,1,8,2,0,959,7,LADDER,0,2
6,2,1,9,2,0,891,7,BELL,0,2
6,2,1,10,0,0,873,NaN,SOFA,0,2
6,2,1,11,1,0,846,NaN,DICE,0,2
6,2,1,12,0,0,778,NaN,DAISY,0,2
6,2,1,13,2,0,830,8,CHOCOLATES,0,2
6,2,1,14,1,0,812,NaN,ARMOIRE,0,2
6,2,1,15,0,0,839,NaN,LADLE,0,2
6,2,1,16,0,0,891,NaN,HOLLY,0,3
6,2,1,17,3,0,873,9,LADDER,0,3
6,2,1,18,1,0,925,NaN,ACCORDION,0,3
6,2,1,19,0,0,922,NaN,EYE,0,3
6,2,1,20,1,0,840,NaN,METRONOME,0,3
6,2,1,21,7,0,902,10,DICE,0,3
6,2,1,22,1,0,869,NaN,PHOTOCOPIER,0,3
6,2,1,23,3,0,845,10,CHOCOLATES,0,3
6,2,1,24,2,0,823,10,ARMOIRE,0,3
6,2,1,25,0,0,760,NaN,SNEAKER,0,3
6,2,1,26,2,0,927,19,TENT,0,3
6,2,1,27,0,0,869,NaN,DOORHANDLE,0,3
6,2,1,28,0,0,936,NaN,STAMP,0,3
6,2,1,29,0,0,909,NaN,PUTTYKNIFE,0,3
6,2,1,30,3,0,916,21,BELL,0,3
6,2,1,31,0,0,873,NaN,CHURCH,0,3
6,2,1,32,0,0,875,NaN,UMBRELLA,0,3
6,2,1,33,0,0,1012,NaN,HAIRBRUSH,0,3
6,2,1,34,0,0,864,NaN,EARRING,0,4
6,2,1,35,4,4,866,12,CHOCOLATES,0,4
6,2,1,36,0,0,883,NaN,OWL,0,4
6,2,1,37,7,7,961,17,METRONOME,0,4
6,2,1,38,3,3,873,12,TENT,0,4
6,2,1,39,1,1,890,NaN,IRONINGBOARD,0,4
6,2,1,40,1,1,837,NaN,SNAKE,0,4
6,2,1,41,4,4,899,11,BELL,0,4
