subject,block,word_picture,trial,event_type,event_type_last4runs,rt,lag,item,eeg_rejected,sub_block
3,1,1,1,1,0,800,NaN,DEER,0,1
3,1,1,2,1,0,559,NaN,CAKE,0,1
3,1,1,3,0,0,477,NaN,BROOM,0,1
3,1,1,4,1,0,499,NaN,OAR,0,1
3,1,1,5,0,0,471,NaN,COW,0,1
3,1,1,6,0,0,548,NaN,MAILBOX,0,1
3,1,1,7,0,0,535,NaN,DRESS,0,2
3,1,1,8,1,0,502,NaN,SCALE,0,2
3,1,1,9,0,0,514,NaN,BARBECUE,0,2
3,1,1,10,1,0,570,NaN,FRIDGE,0,2
3,1,1,11,2,0,648,7,OAR,0,2
3,1,1,12,1,0,595,NaN,PRINTER,0,2
3,1,1,13,2,0,552,12,DEER,0,2
3,1,1,14,0,0,574,NaN,TEEPEE,0,2
3,1,1,15,2,0,666,13,CAKE,0,2
3,1,1,16,0,0,573,NaN,SHAVER,0,3
3,1,1,17,0,0,705,NaN,MIXER,0,3
3,1,1,18,2,0,737,10,SCALE,0,3
3,1,1,19,0,0,734,NaN,SINK,0,3
3,1,1,20,6,0,627,NaN,BIKESEAT,0,3
3,1,1,21,0,0,679,NaN,THREAD,0,3
3,1,1,22,1,0,541,NaN,SNAKE,0,3
3,1,1,23,3,0,623,10,DEER,0,3
3,1,1,24,1,0,739,NaN,EARRING,0,3
3,1,1,25,2,0,722,13,PRINTER,0,3
3,1,1,26,3,0,639,11,CAKE,0,3
3,1,1,27,0,0,606,NaN,FLOWERS,0,3
3,1,1,28,0,0,552,NaN,GARLIC,0,3
3,1,1,29,0,0,570,NaN,JUG,1,3
3,1,1,30,0,0,542,NaN,COMPASS,0,3
3,1,1,31,3,0,704,20,OAR,0,3
3,1,1,32,0,0,486,NaN,PENCIL,0,3
3,1,1,33,2,0,628,23,FRIDGE,0,3
3,1,1,34,1,1,510,NaN,TROWEL,0,4
3,1,1,35,0,0,717,NaN,BUDDHA,0,4
3,1,1,36,1,1,584,NaN,CD,0,4
3,1,1,37,4,4,606,11,CAKE,0,4
3,1,1,38,4,4,619,15,DEER,0,4
3,1,1,39,3,3,691,14,PRINTER,0,4
3,1,1,40,3,3,558,22,SCALE,0,4
3,1,1,41,0,0,740,NaN,BOAT,0,4
3,1,1,42,2,2,712,20,SNAKE,0,4
3,1,1,43,0,0,599,NaN,VIDEO,0,4
3,1,1,44,2,2,736,24,BIKESEAT,0,4
3,1,1,45,0,0,663,NaN,VIOLIN,0,4
3,1,1,46,3,3,756,13,FRIDGE,0,4
3,1,1,47,0,0,673,NaN,SEAL,0,4
3,1,1,48,0,0,660,NaN,RING,0,4
3,1,1,49,7,7,997,25,EARRING,0,4
3,1,1,50,4,4,569,19,OAR,0,4
3,1,1,51,1,1,596,NaN,DAISY,0,4
3,1,1,52,2,2,633,18,TROWEL,0,5
3,1,1,53,3,3,585,9,BIKESEAT,0,5
3,1,1,54,0,0,662,NaN,LIGHTER,0,5
3,1,1,55,3,3,665,13,SNAKE,0,5
3,1,1,56,0,0,742,NaN,DART,0,5
3,1,1,57,0,0,789,NaN,SWORD,0,5
3,1,1,58,1,1,706,NaN,TOOTHBRUSH,0,5
3,1,1,59,3,3,708,10,EARRING,0,5
3,1,1,60,0,0,595,NaN,CIRCUIT,0,5
3,1,1,61,1,1,737,NaN,GOLFCLUB,0,5
3,1,1,62,0,0,644,NaN,SUNGLASSES,0,5
3,1,1,63,2,2,656,12,DAISY,0,5
3,1,1,64,4,4,654,18,FRIDGE,0,5
3,1,1,65,4,4,586,25,SCALE,0,5
3,1,1,66,0,0,618,NaN,MONITOR,0,5
3,1,1,67,7,7,495,31,CD,0,5
3,1,1,68,1,1,932,NaN,STAPLER,0,5
3,1,1,69,4,4,959,30,PRINTER,0,5
3,1,1,70,1,1,741,NaN,SNOWMAN,0,6
3,1,1,71,4,4,888,16,SNAKE,0,6
3,1,1,72,1,1,741,NaN,SOCKS,0,6
3,1,1,73,0,0,698,NaN,FAN,0,6
3,1,1,74,2,2,745,16,TOOTHBRUSH,0,6
3,1,1,75,1,1,797,NaN,TOMATO,0,6
3,1,1,76,2,2,744,15,GOLFCLUB,0,6
3,1,1,77,0,0,681,NaN,CHESS,0,6
3,1,1,78,0,0,643,NaN,PUPPY,0,6
3,1,1,79,3,3,770,27,TROWEL,0,6
3,1,1,80,4,4,772,27,BIKESEAT,0,6
3,1,1,81,0,0,700,NaN,RABBIT,0,6
3,1,1,82,0,0,802,NaN,ACCORDION,0,6
3,1,1,83,3,3,699,16,CD,0,6
3,1,1,84,4,4,706,25,EARRING,0,6
3,1,1,85,0,0,653,NaN,CRANE,0,6
3,1,1,86,3,3,565,23,DAISY,0,6
3,1,1,87,2,2,687,19,STAPLER,0,6
3,1,1,88,0,0,734,NaN,FLOPPYDISK,0,7
3,1,1,89,0,0,721,NaN,RUG,0,7
3,1,1,90,7,7,1000,18,SOCKS,0,7
3,1,1,91,4,4,782,12,TROWEL,0,7
3,1,1,92,0,0,684,NaN,CAT,0,7
3,1,1,93,2,2,746,18,TOMATO,0,7
3,1,1,94,3,3,813,20,TOOTHBRUSH,0,7
3,1,1,95,1,1,730,NaN,BAGEL,0,7
3,1,1,96,3,3,737,20,GOLFCLUB,0,7
3,1,1,97,1,1,734,NaN,ANCHOR,0,7
3,1,1,98,0,0,611,NaN,BARREL,0,7
3,1,1,99,0,0,719,NaN,SNEAKER,0,7
3,1,1,100,0,0,731,NaN,KEY,0,7
3,1,1,101,2,2,638,31,SNOWMAN,0,7
3,1,1,102,4,4,615,16,DAISY,0,7
3,1,1,103,6,6,992,NaN,LANTERN,0,7
3,1,1,104,3,3,854,17,STAPLER,0,7
3,1,1,105,10,10,0,22,CD,0,7
3,2,2,1,0,0,763,NaN,PLATE,0,1
3,2,2,2,1,0,729,NaN,FAIRY,0,1
3,2,2,3,0,0,666,NaN,PINEAPPLE,0,1
3,2,2,4,1,0,748,NaN,SHARPENER,0,1
3,2,2,5,1,0,665,NaN,PEACOCK,0,1
3,2,2,6,0,0,543,NaN,SCOOP,0,1
3,2,2,7,1,0,606,NaN,PIPE,0,2
3,2,2,8,1,0,588,NaN,SHIRT,0,2
3,2,2,9,2,0,790,7,FAIRY,0,2
