subject,block,word_picture,trial,event_type,event_type_last4runs,rt,lag,item,eeg_rejected,sub_block
17,1,1,1,0,0,699,NaN,SNAKE,0,1
17,1,1,2,1,0,404,NaN,KNIFE,0,1
17,1,1,3,0,0,451,NaN,MANHOLE,0,1
17,1,1,4,1,0,438,NaN,PLIERS,0,1
17,1,1,5,0,0,485,NaN,BOOT,0,1
17,1,1,6,1,0,543,NaN,CDPLAYER,0,1
17,1,1,7,1,0,470,NaN,WRENCH,0,2
17,1,1,8,0,0,547,NaN,CURTAIN,1,2
17,1,1,9,1,0,689,NaN,PILLOW,0,2
17,1,1,10,0,0,491,NaN,TRACTOR,0,2
17,1,1,11,2,0,738,9,KNIFE,0,2
17,1,1,12,2,0,815,8,PLIERS,0,2
17,1,1,13,7,0,438,7,CDPLAYER,0,2
17,1,1,14,0,0,664,NaN,GOLDFISH,0,2
17,1,1,15,1,0,807,NaN,VASE,0,2
17,1,1,16,1,0,749,NaN,CAMERA,0,3
17,1,1,17,0,0,711,NaN,BOTTLE,0,3
17,1,1,18,2,0,618,9,PILLOW,0,3
17,1,1,19,0,0,610,NaN,FAIRY,0,3
17,1,1,20,3,0,532,9,KNIFE,0,3
17,1,1,21,1,0,509,NaN,SHORTS,0,3
17,1,1,22,0,0,631,NaN,CROSS,0,3
17,1,1,23,1,0,653,NaN,MEDAL,0,3
17,1,1,24,0,0,596,NaN,RUG,0,3
17,1,1,25,0,0,833,NaN,CD,0,3
17,1,1,26,2,0,755,19,WRENCH,0,3
17,1,1,27,3,0,722,14,CDPLAYER,0,3
17,1,1,28,0,0,709,NaN,BACKPACK,0,3
17,1,1,29,0,0,626,NaN,RAFT,0,3
17,1,1,30,7,0,383,15,VASE,0,3
17,1,1,31,0,0,590,NaN,JET,0,3
17,1,1,32,8,0,1233,20,PLIERS,0,3
17,1,1,33,0,0,785,NaN,SHAVER,0,3
17,1,1,34,0,0,747,NaN,MONITOR,0,4
17,1,1,35,0,0,729,NaN,AXE,0,4
17,1,1,36,1,1,526,NaN,GLOBE,0,4
17,1,1,37,1,1,593,NaN,VACUUM,0,4
17,1,1,38,3,3,655,8,VASE,0,4
17,1,1,39,7,7,587,16,MEDAL,0,4
17,1,1,40,2,2,1195,19,SHORTS,0,4
17,1,1,41,1,1,743,NaN,STRAINER,0,4
17,1,1,42,2,2,775,26,CAMERA,0,4
17,1,1,43,4,4,747,11,PLIERS,0,4
17,1,1,44,3,3,804,18,WRENCH,0,4
17,1,1,45,4,4,796,18,CDPLAYER,0,4
17,1,1,46,0,0,618,NaN,CROSSBOW,0,4
17,1,1,47,0,0,1075,NaN,COFFEEMAKER,0,4
17,1,1,48,3,3,772,30,PILLOW,0,4
17,1,1,49,4,4,599,29,KNIFE,0,4
17,1,1,50,0,0,732,NaN,FROG,0,4
17,1,1,51,0,0,619,NaN,SCOOP,0,4
17,1,1,52,1,1,561,NaN,BALLOON,0,5
17,1,1,53,3,3,643,11,CAMERA,0,5
